S,District,Division,Max_Temp,Min_Temp,Avg_Temp,Humidity,Rainfall,Rainfall_Lag_7,Rainfall_Lag_14,Rainfall_Lag_21,Rainfall_Lag_30,Temp_Lag_7,Humidity_Lag_7,Humidity_Lag_14,Humidity_Lag_21,Humidity_Lag_30,Dengue_Lag_7,Population_Density,Urban_Index,Dengue_case
8/23/2025,ChapaiNawabganj,Rajshahi,28.2,21.2,24.7,81.63,27.71,197.66,11.31,15.27,29.14,27.09,81.57,77.59,79.88,81.72,550,1004.91,0.7,0
8/24/2025,ChapaiNawabganj,Rajshahi,25.97,19.71,22.84,75.08,35.07,202.87,23.19,17.55,38.99,26.88,82.09,83.61,78.9,79.59,574,1004.91,0.7,11
8/25/2025,ChapaiNawabganj,Rajshahi,32.66,27.32,29.99,85.37,28.12,200.64,27.93,30.14,11.68,25.96,81.49,75.41,80.36,87.51,584,1004.91,0.7,10
8/26/2025,ChapaiNawabganj,Rajshahi,25.77,17.64,21.71,78.97,16.51,206.08,15.75,21.19,19.63,27.02,81.13,76.11,82.32,76.6,574,1004.91,0.7,0
8/27/2025,ChapaiNawabganj,Rajshahi,32.49,27.35,29.92,86.84,37.67,201.65,14.76,18.46,12.01,26.1,80.47,79.21,77.82,77.8,563,1004.91,0.7,11
8/28/2025,ChapaiNawabganj,Rajshahi,27.71,21.97,24.84,84.05,26.25,209.7,25.58,14.7,21.19,26.88,80.53,83.71,84.56,85.45,587,1004.91,0.7,11
8/29/2025,ChapaiNawabganj,Rajshahi,28.94,23.44,26.19,83.19,39.78,205.38,22.92,36.12,12.39,25.86,81.76,81.71,79.1,76.15,600,1004.91,0.7,0
8/30/2025,ChapaiNawabganj,Rajshahi,27.49,18.63,23.06,81.97,12.18,211.1,22.5,11.31,28.77,25.74,82.16,77.97,77.59,77.68,599,1004.91,0.7,8
8/31/2025,ChapaiNawabganj,Rajshahi,36.27,27.84,32.06,79.06,17.55,195.58,37.3,23.19,36.38,25.51,82.21,79.29,83.61,88.56,598,1004.91,0.7,11
9/1/2025,ChapaiNawabganj,Rajshahi,36.15,30.47,33.31,88.29,35.14,178.06,22.68,27.93,15.27,26.82,82.78,87.91,75.41,79.88,582,1004.91,0.7,6
9/2/2025,ChapaiNawabganj,Rajshahi,33.75,28.11,30.93,83.84,12.91,185.08,20.94,15.75,17.55,27.3,83.19,83.6,76.11,78.9,574,1004.91,0.7,5
9/3/2025,ChapaiNawabganj,Rajshahi,29.76,20.58,25.17,79.37,26.67,181.48,29.62,14.76,30.14,28.61,83.89,86.45,79.21,80.36,585,1004.91,0.7,5
9/4/2025,ChapaiNawabganj,Rajshahi,33.1,26.72,29.91,79.88,20.19,170.49,30.56,25.58,21.19,27.94,82.82,75.41,83.71,82.32,557,1004.91,0.7,2
9/5/2025,ChapaiNawabganj,Rajshahi,28.98,23.25,26.12,81.48,37.63,164.42,34.05,22.92,18.46,28.66,82.23,80.37,81.71,77.82,560,1004.91,0.7,2
9/6/2025,ChapaiNawabganj,Rajshahi,36.02,27.58,31.8,87.62,11.76,162.28,27.71,22.5,14.7,28.65,81.98,81.63,77.97,84.56,543,1004.91,0.7,0
9/7/2025,ChapaiNawabganj,Rajshahi,32.19,24.97,28.58,80.63,29.3,161.85,35.07,37.3,36.12,29.9,82.79,75.08,79.29,79.1,534,1004.91,0.7,2
9/8/2025,ChapaiNawabganj,Rajshahi,31.94,21.96,26.95,76.63,29.73,173.61,28.12,22.68,11.31,29.4,83.02,85.37,87.91,77.59,532,1004.91,0.7,10
9/9/2025,ChapaiNawabganj,Rajshahi,31.76,24.86,28.31,80.9,24.12,168.19,16.51,20.94,23.19,28.5,81.35,78.97,83.6,83.61,547,1004.91,0.7,5
9/10/2025,ChapaiNawabganj,Rajshahi,32.6,24.93,28.76,86.51,22.46,179.41,37.67,29.62,27.93,28.12,80.93,86.84,86.45,75.41,545,1004.91,0.7,5
9/11/2025,ChapaiNawabganj,Rajshahi,36.89,27.39,32.14,83.18,32.71,175.19,26.25,30.56,15.75,28.63,81.95,84.05,75.41,76.11,558,1004.91,0.7,8
9/12/2025,ChapaiNawabganj,Rajshahi,36.73,31.73,34.23,78.67,17.9,187.72,39.78,34.05,14.76,28.95,82.42,83.19,80.37,79.21,544,1004.91,0.7,0
9/13/2025,ChapaiNawabganj,Rajshahi,34,25.52,29.76,89.76,20.73,167.98,12.18,27.71,25.58,30.11,82.02,81.97,81.63,83.71,556,1004.91,0.7,0
9/14/2025,ChapaiNawabganj,Rajshahi,30.21,20.96,25.58,78.09,18.65,176.95,17.55,35.07,22.92,29.82,82.32,79.06,75.08,81.71,549,1004.91,0.7,6
9/15/2025,ChapaiNawabganj,Rajshahi,36.26,30.6,33.43,82.02,22.36,166.29,35.14,28.12,22.5,29.39,81.96,88.29,85.37,77.97,569,1004.91,0.7,0
9/16/2025,ChapaiNawabganj,Rajshahi,29.15,19.59,24.37,79.36,21.78,158.92,12.91,16.51,37.3,30.32,82.73,83.84,78.97,79.29,560,1004.91,0.7,4
9/17/2025,ChapaiNawabganj,Rajshahi,26.14,17.38,21.76,83.9,27.84,156.58,26.67,37.67,22.68,29.75,82.51,79.37,86.84,87.91,582,1004.91,0.7,6
9/18/2025,ChapaiNawabganj,Rajshahi,31.9,22.31,27.11,86.44,36.01,161.96,20.19,26.25,20.94,28.75,82.14,79.88,84.05,83.6,556,1004.91,0.7,6
9/19/2025,ChapaiNawabganj,Rajshahi,36.7,29.33,33.02,81.78,21,165.25,37.63,39.78,29.62,28.03,82.61,81.48,83.19,86.45,568,1004.91,0.7,0
9/20/2025,ChapaiNawabganj,Rajshahi,32.45,25.8,29.12,75.17,31.48,168.35,11.76,12.18,30.56,27.86,83.05,87.62,81.97,75.41,553,1004.91,0.7,0
9/21/2025,ChapaiNawabganj,Rajshahi,34.65,27.77,31.21,89.4,14.04,179.1,29.3,17.55,34.05,27.77,80.97,80.63,79.06,80.37,553,1004.91,0.7,6
9/22/2025,ChapaiNawabganj,Rajshahi,26.25,20.22,23.24,86.84,34.59,174.49,29.73,35.14,27.71,28.57,82.58,76.63,88.29,81.63,536,1004.91,0.7,1
9/23/2025,ChapaiNawabganj,Rajshahi,34.66,27.58,31.12,86.33,36.77,186.73,24.12,12.91,35.07,27.12,83.27,80.9,83.84,75.08,529,1004.91,0.7,12
9/24/2025,ChapaiNawabganj,Rajshahi,36.81,29.32,33.07,84.33,28.84,201.72,22.46,26.67,28.12,28.08,84.27,86.51,79.37,85.37,531,1004.91,0.7,3
9/25/2025,ChapaiNawabganj,Rajshahi,30.21,24.36,27.28,86.34,25.48,202.73,32.71,20.19,16.51,29.7,84.33,83.18,79.88,78.97,566,1004.91,0.7,7
9/26/2025,ChapaiNawabganj,Rajshahi,34.06,25.6,29.83,82.26,31.45,192.19,17.9,37.63,37.67,29.72,84.31,78.67,81.48,86.84,549,1004.91,0.7,0
9/27/2025,ChapaiNawabganj,Rajshahi,30.75,21.02,25.89,85.55,20.39,202.65,20.73,11.76,26.25,29.27,84.38,89.76,87.62,84.05,539,1004.91,0.7,0
9/28/2025,ChapaiNawabganj,Rajshahi,26.8,21.06,23.93,86.01,19.43,191.56,18.65,29.3,39.78,28.81,85.86,78.09,80.63,83.19,551,1004.91,0.7,3
9/29/2025,ChapaiNawabganj,Rajshahi,29.18,21.83,25.51,80.26,27.85,196.95,22.36,29.73,12.18,27.77,85.38,82.02,76.63,81.97,553,1004.91,0.7,9
9/30/2025,ChapaiNawabganj,Rajshahi,26.8,18.34,22.57,77.47,17.08,190.21,21.78,24.12,17.55,28.09,84.44,79.36,80.9,79.06,566,1004.91,0.7,4
10/1/2025,ChapaiNawabganj,Rajshahi,27.23,17.71,22.47,71.31,14.36,170.52,27.84,22.46,35.14,26.87,83.17,83.9,86.51,88.29,530,1004.91,0.7,0
10/2/2025,ChapaiNawabganj,Rajshahi,29.79,22.56,26.17,71.06,11.2,156.04,36.01,32.71,12.91,25.36,81.31,86.44,83.18,83.84,486,1004.91,0.7,0
10/3/2025,ChapaiNawabganj,Rajshahi,26.34,17.19,21.77,69.85,13.9,141.76,21,17.9,26.67,25.2,79.13,81.78,78.67,79.37,457,1004.91,0.7,0
10/4/2025,ChapaiNawabganj,Rajshahi,35.27,29.14,32.2,66.7,5.97,124.21,31.48,20.73,20.19,24.04,77.36,75.17,89.76,79.88,422,1004.91,0.7,0
10/5/2025,ChapaiNawabganj,Rajshahi,27.94,19.12,23.53,74.69,7.86,109.8,14.04,18.65,37.63,24.95,74.67,89.4,78.09,81.48,395,1004.91,0.7,9
10/6/2025,ChapaiNawabganj,Rajshahi,25.13,18.59,21.86,79.23,12.31,98.23,34.59,22.36,11.76,24.89,73.05,86.84,82.02,87.62,356,1004.91,0.7,6
10/7/2025,ChapaiNawabganj,Rajshahi,30.86,21.79,26.33,77.04,6.16,82.68,36.77,21.78,29.3,24.37,72.9,86.33,79.36,80.63,319,1004.91,0.7,2
10/8/2025,ChapaiNawabganj,Rajshahi,30.58,21.29,25.94,70.79,7.37,71.76,28.84,27.84,29.73,24.9,72.84,84.33,83.9,76.63,304,1004.91,0.7,5
10/9/2025,ChapaiNawabganj,Rajshahi,29.09,23.68,26.39,66.77,5.79,64.76,25.48,36.01,24.12,25.4,72.77,86.34,86.44,80.9,297,1004.91,0.7,7
10/10/2025,ChapaiNawabganj,Rajshahi,34.68,27.79,31.23,77.86,10.19,59.36,31.45,21,22.46,25.43,72.15,82.26,81.78,86.51,306,1004.91,0.7,0
10/11/2025,ChapaiNawabganj,Rajshahi,25.04,15.5,20.27,68.9,11.87,55.65,20.39,31.48,32.71,26.78,73.3,85.55,75.17,83.18,317,1004.91,0.7,0
10/12/2025,ChapaiNawabganj,Rajshahi,35.69,28.13,31.91,66.37,12.95,61.55,19.43,14.04,17.9,25.08,73.61,86.01,89.4,78.67,304,1004.91,0.7,2
10/13/2025,ChapaiNawabganj,Rajshahi,34.99,28.99,31.99,74.68,7.49,66.64,27.85,34.59,20.73,26.28,72.42,80.26,86.84,89.76,308,1004.91,0.7,9
10/14/2025,ChapaiNawabganj,Rajshahi,36.08,29.15,32.62,70.21,8.62,61.82,17.08,36.77,18.65,27.72,71.77,77.47,86.33,78.09,294,1004.91,0.7,0
10/15/2025,ChapaiNawabganj,Rajshahi,29.33,23.69,26.51,73.93,14.1,64.28,14.36,28.84,22.36,28.62,70.8,71.31,84.33,82.02,303,1004.91,0.7,8
10/16/2025,ChapaiNawabganj,Rajshahi,34.53,26.64,30.58,76.89,10.38,71.01,11.2,25.48,21.78,28.7,71.25,71.06,86.34,79.36,301,1004.91,0.7,0
10/17/2025,ChapaiNawabganj,Rajshahi,35.66,29.09,32.37,73.29,6.45,75.6,13.9,31.45,27.84,29.3,72.69,69.85,82.26,83.9,310,1004.91,0.7,0
10/18/2025,ChapaiNawabganj,Rajshahi,26.66,19.17,22.92,71.45,10.54,71.86,5.97,20.39,36.01,29.46,72.04,66.7,85.55,86.44,322,1004.91,0.7,8
10/19/2025,ChapaiNawabganj,Rajshahi,30.72,23.99,27.36,73.99,10.56,70.52,7.86,19.43,21,29.84,72.4,74.69,86.01,81.78,332,1004.91,0.7,9
10/20/2025,ChapaiNawabganj,Rajshahi,30.34,22.34,26.34,65.11,10.18,68.14,12.31,27.85,31.48,29.19,73.49,79.23,80.26,75.17,327,1004.91,0.7,4
10/21/2025,ChapaiNawabganj,Rajshahi,28.82,20.01,24.42,78.68,12.75,70.83,6.16,17.08,14.04,28.39,72.12,77.04,77.47,89.4,326,1004.91,0.7,9
10/22/2025,ChapaiNawabganj,Rajshahi,27.95,20.53,24.24,66.61,7.07,74.95,7.37,14.36,34.59,27.21,73.33,70.79,71.31,86.84,322,1004.91,0.7,5
10/23/2025,ChapaiNawabganj,Rajshahi,35.55,29.4,32.47,65.98,11.6,67.92,5.79,11.2,36.77,26.89,72.29,66.77,71.06,86.33,322,1004.91,0.7,5
10/24/2025,ChapaiNawabganj,Rajshahi,33.22,23.74,28.48,70.68,6.36,69.15,10.19,13.9,28.84,27.16,70.73,77.86,69.85,84.33,317,1004.91,0.7,0
10/25/2025,ChapaiNawabganj,Rajshahi,30.73,21.12,25.93,76.32,14.96,69.05,11.87,5.97,25.48,26.6,70.36,68.9,66.7,86.34,299,1004.91,0.7,0
10/26/2025,ChapaiNawabganj,Rajshahi,34.59,27.29,30.94,76.5,5.68,73.47,12.95,7.86,31.45,27.03,71.05,66.37,74.69,82.26,303,1004.91,0.7,3
10/27/2025,ChapaiNawabganj,Rajshahi,28.1,21.5,24.8,78.79,10.11,68.59,7.49,12.31,20.39,27.55,71.41,74.68,79.23,85.55,308,1004.91,0.7,7
10/28/2025,ChapaiNawabganj,Rajshahi,33.45,27.93,30.69,73.83,8.21,68.52,8.62,6.16,19.43,27.33,73.37,70.21,77.04,86.01,315,1004.91,0.7,10
10/29/2025,ChapaiNawabganj,Rajshahi,30,21.45,25.72,71.63,10.08,63.99,14.1,7.37,27.85,28.22,72.67,73.93,70.79,80.26,323,1004.91,0.7,6
10/30/2025,ChapaiNawabganj,Rajshahi,36.35,27.37,31.86,67.28,9.65,67,10.38,5.79,17.08,28.43,73.39,76.89,66.77,77.47,331,1004.91,0.7,0
10/31/2025,ChapaiNawabganj,Rajshahi,30.12,21.77,25.95,68.32,7.31,65.04,6.45,10.19,14.36,28.35,73.57,73.29,77.86,71.31,334,1004.91,0.7,0
11/1/2025,ChapaiNawabganj,Rajshahi,27.89,19.52,23.7,53.62,3.14,66,10.54,11.87,11.2,27.98,73.24,71.45,68.9,71.06,338,1004.91,0.7,5
11/2/2025,ChapaiNawabganj,Rajshahi,26.13,18.9,22.52,54.36,3.23,54.18,10.56,12.95,13.9,27.67,70,73.99,66.37,69.85,309,1004.91,0.7,19
11/3/2025,ChapaiNawabganj,Rajshahi,34.98,28.42,31.7,61.59,0.5,51.74,10.18,7.49,5.97,26.46,66.83,65.11,74.68,66.7,294,1004.91,0.7,2
11/4/2025,ChapaiNawabganj,Rajshahi,30.76,24.1,27.43,62.26,0.13,42.12,12.75,8.62,7.86,27.45,64.38,78.68,70.21,74.69,282,1004.91,0.7,0
11/5/2025,ChapaiNawabganj,Rajshahi,28.64,20.41,24.52,61.75,4.65,34.04,7.07,14.1,12.31,26.98,62.72,66.61,73.93,79.23,254,1004.91,0.7,2
11/6/2025,ChapaiNawabganj,Rajshahi,28.46,22.23,25.35,61.54,1.43,28.61,11.6,10.38,6.16,26.81,61.31,65.98,76.89,77.04,229,1004.91,0.7,0
11/7/2025,ChapaiNawabganj,Rajshahi,31.81,24.8,28.3,59.81,0.43,20.4,6.36,6.45,7.37,25.88,60.49,70.68,73.29,70.79,209,1004.91,0.7,0
11/8/2025,ChapaiNawabganj,Rajshahi,35.96,28.91,32.43,68.21,0.46,13.51,14.96,10.54,5.79,26.22,59.28,76.32,71.45,66.77,194,1004.91,0.7,0
11/9/2025,ChapaiNawabganj,Rajshahi,25.61,16.9,21.25,56.84,0.25,10.83,5.68,10.56,10.19,27.47,61.36,76.5,73.99,77.86,202,1004.91,0.7,6
11/10/2025,ChapaiNawabganj,Rajshahi,28.54,19.62,24.08,55.06,1.31,7.85,10.11,10.18,11.87,27.28,61.72,78.79,65.11,68.9,208,1004.91,0.7,7
11/11/2025,ChapaiNawabganj,Rajshahi,27.03,17.26,22.15,65.67,3.56,8.67,8.21,12.75,12.95,26.2,60.78,73.83,78.68,66.37,204,1004.91,0.7,11
11/12/2025,ChapaiNawabganj,Rajshahi,30.9,24.13,27.52,64.65,0.06,12.09,10.08,7.07,7.49,25.44,61.27,71.63,66.61,74.68,204,1004.91,0.7,5
11/13/2025,ChapaiNawabganj,Rajshahi,29.34,23.37,26.36,64.71,1.39,7.5,9.65,11.6,8.62,25.87,61.68,67.28,65.98,70.21,206,1004.91,0.7,5
11/14/2025,ChapaiNawabganj,Rajshahi,36.71,28.36,32.53,52.27,4.59,7.45,7.31,6.36,14.1,26.01,62.14,68.32,70.68,73.93,202,1004.91,0.7,0
11/15/2025,ChapaiNawabganj,Rajshahi,36.22,28.63,32.42,61.49,1.82,11.62,3.14,14.96,10.38,26.62,61.06,53.62,76.32,76.89,197,1004.91,0.7,0
11/16/2025,ChapaiNawabganj,Rajshahi,35.17,26.06,30.62,58.97,0,12.98,3.23,5.68,6.45,26.62,60.1,54.36,76.5,73.29,198,1004.91,0.7,4
11/17/2025,ChapaiNawabganj,Rajshahi,29.18,23.82,26.5,68.85,1.62,12.73,0.5,10.11,10.54,27.95,60.4,61.59,78.79,71.45,192,1004.91,0.7,11
11/18/2025,ChapaiNawabganj,Rajshahi,35.88,28.7,32.29,69.84,4.6,13.04,0.13,8.21,10.56,28.3,62.37,62.26,73.83,73.99,198,1004.91,0.7,0
11/19/2025,ChapaiNawabganj,Rajshahi,25.6,16.26,20.93,51.26,0.54,14.09,4.65,10.08,10.18,29.75,62.97,61.75,71.63,65.11,203,1004.91,0.7,2
11/20/2025,ChapaiNawabganj,Rajshahi,36.11,28.93,32.52,55.82,0.38,14.57,1.43,9.65,12.75,28.81,61.06,61.54,67.28,78.68,194,1004.91,0.7,5
11/21/2025,ChapaiNawabganj,Rajshahi,28.98,21.06,25.02,68.63,0.73,13.55,0.43,7.31,7.07,29.69,59.79,59.81,68.32,66.61,179,1004.91,0.7,0
11/22/2025,ChapaiNawabganj,Rajshahi,25.49,18.69,22.09,53.93,1.69,9.69,0.46,3.14,11.6,28.61,62.12,68.21,53.62,65.98,184,1004.91,0.7,0
11/23/2025,ChapaiNawabganj,Rajshahi,31.3,21.82,26.56,63.32,4.44,9.56,0.25,3.23,6.36,27.14,61.04,56.84,54.36,70.68,178,1004.91,0.7,0
11/24/2025,ChapaiNawabganj,Rajshahi,32.91,24.86,28.88,55.56,3.17,13.99,1.31,0.5,14.96,26.56,61.67,55.06,61.59,76.32,182,1004.91,0.7,3
11/25/2025,ChapaiNawabganj,Rajshahi,28.88,22.95,25.92,57.09,3.12,15.54,3.56,0.13,5.68,26.9,59.77,65.67,62.26,76.5,173,1004.91,0.7,2
11/26/2025,ChapaiNawabganj,Rajshahi,34.14,28.52,31.33,55.83,1.78,14.06,0.06,4.65,10.11,25.99,57.94,64.65,61.75,78.79,163,1004.91,0.7,2
11/27/2025,ChapaiNawabganj,Rajshahi,36.63,27.87,32.25,54.64,2.23,15.3,1.39,1.43,8.21,27.47,58.6,64.71,61.54,73.83,175,1004.91,0.7,3
11/28/2025,ChapaiNawabganj,Rajshahi,36.93,28.81,32.87,62.91,0.96,17.16,4.59,0.43,10.08,27.44,58.43,52.27,59.81,71.63,187,1004.91,0.7,0
11/29/2025,ChapaiNawabganj,Rajshahi,31.79,25.9,28.85,52.42,2.88,17.39,1.82,0.46,9.65,28.56,57.61,61.49,68.21,67.28,182,1004.91,0.7,0
11/30/2025,ChapaiNawabganj,Rajshahi,31.92,26,28.96,59.81,2.93,18.57,0,0.25,7.31,29.52,57.4,58.97,56.84,68.32,175,1004.91,0.7,1
12/1/2025,ChapaiNawabganj,Rajshahi,34.73,28.42,31.57,59.32,1.88,17.07,1.62,1.31,3.14,29.87,56.89,68.85,55.06,53.62,164,1004.91,0.7,1
12/2/2025,ChapaiNawabganj,Rajshahi,32.12,23.52,27.82,58.13,0.3,15.79,4.6,3.56,3.23,30.25,57.43,69.84,65.67,54.36,168,1004.91,0.7,9
12/3/2025,ChapaiNawabganj,Rajshahi,30.73,25.3,28.01,61.26,0.62,12.96,0.54,0.06,0.5,30.52,57.58,51.26,64.65,61.59,171,1004.91,0.7,0
12/4/2025,ChapaiNawabganj,Rajshahi,32.93,23.18,28.06,58.31,1.36,11.8,0.38,1.39,0.13,30.05,58.36,55.82,64.71,62.26,172,1004.91,0.7,5
12/5/2025,ChapaiNawabganj,Rajshahi,28.9,20.9,24.9,68.11,3.28,10.93,0.73,4.59,4.65,29.45,58.88,68.63,52.27,61.75,172,1004.91,0.7,0
12/6/2025,ChapaiNawabganj,Rajshahi,25.96,18.52,22.24,61.07,0.66,13.25,1.69,1.82,1.43,28.31,59.62,53.93,61.49,61.54,184,1004.91,0.7,0
12/7/2025,ChapaiNawabganj,Rajshahi,33.06,23.6,28.33,55.04,3.8,11.03,4.44,0,0.43,27.37,60.86,63.32,58.97,59.81,183,1004.91,0.7,2
12/8/2025,ChapaiNawabganj,Rajshahi,36.97,28.77,32.87,66.65,3.42,11.9,3.17,1.62,0.46,27.28,60.18,55.56,68.85,68.21,190,1004.91,0.7,3
12/9/2025,ChapaiNawabganj,Rajshahi,27.82,19.87,23.84,58.81,3.57,13.44,3.12,4.6,0.25,27.46,61.23,57.09,69.84,56.84,193,1004.91,0.7,0
12/10/2025,ChapaiNawabganj,Rajshahi,30.19,22.77,26.48,52.67,4.37,16.71,1.78,0.54,1.31,26.89,61.32,55.83,51.26,55.06,202,1004.91,0.7,1
12/11/2025,ChapaiNawabganj,Rajshahi,33.73,28.65,31.19,50.89,2.66,20.46,2.23,0.38,3.56,26.67,60.1,54.64,55.82,65.67,202,1004.91,0.7,1
12/12/2025,ChapaiNawabganj,Rajshahi,31.16,21.38,26.27,58.59,2.2,21.76,0.96,0.73,0.06,27.12,59.04,62.91,68.63,64.65,216,1004.91,0.7,0
12/13/2025,ChapaiNawabganj,Rajshahi,34.34,26,30.17,67.48,2.59,20.69,2.88,1.69,1.39,27.32,57.68,52.42,53.93,64.71,205,1004.91,0.7,3
12/14/2025,ChapaiNawabganj,Rajshahi,31.67,22.98,27.32,54.23,3.94,22.62,2.93,4.44,4.59,28.45,58.59,59.81,63.32,52.27,220,1004.91,0.7,2
12/15/2025,ChapaiNawabganj,Rajshahi,35.67,26.27,30.97,54.34,3.95,22.75,1.88,3.17,1.82,28.31,58.48,59.32,55.56,61.49,216,1004.91,0.7,2
12/16/2025,ChapaiNawabganj,Rajshahi,35.95,29.26,32.6,51.13,3.56,23.28,0.3,3.12,0,28.04,56.72,58.13,57.09,58.97,220,1004.91,0.7,0
12/17/2025,ChapaiNawabganj,Rajshahi,29.65,23.16,26.4,50.43,3.17,23.27,0.62,1.78,1.62,29.29,55.62,61.26,55.83,68.85,215,1004.91,0.7,1
12/18/2025,ChapaiNawabganj,Rajshahi,28.63,23.43,26.03,63.1,0.23,22.07,1.36,2.23,4.6,29.28,55.3,58.31,54.64,69.84,205,1004.91,0.7,0
12/19/2025,ChapaiNawabganj,Rajshahi,35.78,26.53,31.15,63,0.7,19.65,3.28,0.96,0.54,28.54,57.04,68.11,62.91,51.26,192,1004.91,0.7,0
12/20/2025,ChapaiNawabganj,Rajshahi,28.35,19.73,24.04,63.02,0.08,18.14,0.66,2.88,0.38,29.24,57.67,61.07,52.42,55.82,202,1004.91,0.7,0
12/21/2025,ChapaiNawabganj,Rajshahi,27.39,19.41,23.4,69.54,4.95,15.63,3.8,2.93,0.73,28.36,57.04,55.04,59.81,68.63,197,1004.91,0.7,0
12/22/2025,ChapaiNawabganj,Rajshahi,35.05,26.84,30.94,56.01,0.47,16.64,3.42,1.88,1.69,27.8,59.22,66.65,59.32,53.93,200,1004.91,0.7,0
12/23/2025,ChapaiNawabganj,Rajshahi,32.12,23.06,27.59,66.53,2.42,13.16,3.57,0.3,4.44,27.8,59.46,58.81,58.13,63.32,185,1004.91,0.7,1
12/24/2025,ChapaiNawabganj,Rajshahi,30.65,21.03,25.84,56.42,0.41,12.03,4.37,0.62,3.17,27.08,61.66,52.67,61.26,55.56,186,1004.91,0.7,0
12/25/2025,ChapaiNawabganj,Rajshahi,36.95,27.74,32.35,67.06,3.18,9.27,2.66,1.36,3.12,27,62.52,50.89,58.31,57.09,191,1004.91,0.7,0
12/26/2025,ChapaiNawabganj,Rajshahi,32.97,25.61,29.29,61.99,4.71,12.22,2.2,3.28,1.78,27.9,63.08,58.59,68.11,55.83,193,1004.91,0.7,0
12/27/2025,ChapaiNawabganj,Rajshahi,31.31,21.45,26.38,57.56,2.71,16.22,2.59,0.66,2.23,27.64,62.94,67.48,61.07,54.64,186,1004.91,0.7,0
12/28/2025,ChapaiNawabganj,Rajshahi,26.04,20.51,23.28,56.16,4.28,18.85,3.94,3.8,0.96,27.97,62.16,54.23,55.04,62.91,185,1004.91,0.7,0
12/29/2025,ChapaiNawabganj,Rajshahi,25.26,15.58,20.42,53.14,0.9,18.18,3.95,3.42,2.88,27.95,60.25,54.34,66.65,52.42,186,1004.91,0.7,1
12/30/2025,ChapaiNawabganj,Rajshahi,34.81,29.8,32.31,51.08,2.89,18.61,3.56,3.57,2.93,26.45,59.84,51.13,58.81,59.81,186,1004.91,0.7,0
12/31/2025,ChapaiNawabganj,Rajshahi,33.09,26.73,29.91,64.33,2.43,19.07,3.17,4.37,1.88,27.12,57.63,50.43,52.67,59.32,190,1004.91,0.7,0
1/1/2025,Pabna,Rajshahi,35.86,29.22,32.54,64.71,3.71,0,0,0,0,0,0,0,0,0,0,1423.14,0.25,1
1/2/2025,Pabna,Rajshahi,27.73,18.51,23.12,67.33,2.28,0,0,0,0,0,0,0,0,0,0,1423.14,0.25,0
1/3/2025,Pabna,Rajshahi,27.55,18.72,23.13,50.23,4.49,0,0,0,0,0,0,0,0,0,0,1423.14,0.25,0
1/4/2025,Pabna,Rajshahi,33.66,25.14,29.4,58.9,4.7,0,0,0,0,0,0,0,0,0,0,1423.14,0.25,0
1/5/2025,Pabna,Rajshahi,27.4,21.17,24.28,59.71,3.52,0,0,0,0,0,0,0,0,0,0,1423.14,0.25,0
1/6/2025,Pabna,Rajshahi,33.35,24.49,28.92,58.37,2.79,0,0,0,0,0,0,0,0,0,0,1423.14,0.25,0
1/7/2025,Pabna,Rajshahi,26.45,17.81,22.13,52.24,0.23,0,0,0,0,0,0,0,0,0,0,1423.14,0.25,0
1/8/2025,Pabna,Rajshahi,29.85,24.18,27.01,54.06,4.32,21.72,0,0,0,26.22,58.79,0,0,0,191,1423.14,0.25,0
1/9/2025,Pabna,Rajshahi,28.7,22.22,25.46,53.02,2.84,22.32,0,0,0,25.43,57.26,0,0,0,183,1423.14,0.25,2
1/10/2025,Pabna,Rajshahi,32.53,26.59,29.56,54.65,3,22.88,0,0,0,25.76,55.22,0,0,0,190,1423.14,0.25,0
1/11/2025,Pabna,Rajshahi,30.9,25.48,28.19,58.36,4.46,21.4,0,0,0,26.68,55.85,0,0,0,202,1423.14,0.25,3
1/12/2025,Pabna,Rajshahi,34.43,25.68,30.05,61.7,0.42,21.16,0,0,0,26.51,55.77,0,0,0,193,1423.14,0.25,1
1/13/2025,Pabna,Rajshahi,30.12,21.57,25.84,56.89,1.12,18.06,0,0,0,27.33,56.06,0,0,0,191,1423.14,0.25,0
1/14/2025,Pabna,Rajshahi,32.06,26.31,29.18,53.77,0.71,16.38,0,0,0,26.89,55.84,0,0,0,193,1423.14,0.25,0
1/15/2025,Pabna,Rajshahi,31.81,21.87,26.84,58.47,4.46,16.86,3.71,0,0,27.9,56.06,64.71,0,0,195,1423.14,0.25,0
1/16/2025,Pabna,Rajshahi,30.74,23.36,27.05,66.14,3.83,17.01,2.28,0,0,27.88,56.69,67.33,0,0,191,1423.14,0.25,0
1/17/2025,Pabna,Rajshahi,31.43,23.96,27.69,58.45,4.81,18,4.49,0,0,28.1,58.57,50.23,0,0,190,1423.14,0.25,1
1/18/2025,Pabna,Rajshahi,26.66,16.81,21.74,59.08,1.93,19.8,4.7,0,0,27.84,59.11,58.9,0,0,201,1423.14,0.25,0
1/19/2025,Pabna,Rajshahi,30.99,25.8,28.4,56.7,2.27,17.28,3.52,0,0,26.91,59.22,59.71,0,0,203,1423.14,0.25,0
1/20/2025,Pabna,Rajshahi,36.69,27.03,31.86,65.99,4.38,19.14,2.79,0,0,26.68,58.5,58.37,0,0,196,1423.14,0.25,0
